Scenery,Time,Score,comment
崂山,2017/10/8,5分 超棒,泰山随??高，不如东海崂。非常美的崂山
崂山,2017/10/8,1分 不佳,去了才知道，只有一个太清宫有看点，其它没得玩，还处在待开发阶段，服务配套就更差，服务质量与成熟景区比相差10年以上。
崂山,2017/10/7,5分 超棒,网上订票很方便，就是取票有点小波折，但很快解决
崂山,2017/10/7,5分 超棒,排队搭缆车排了很长时间，去到才知道是镂空的缆车，刚开始吓得半死，看旁边下山的人都是一脸淡定！排队爬觅天洞的人实在太多，好不容易才挤上去，磕磕碰碰终于登顶，风景也不枉我费了这么长时间爬上来。
崂山,2017/10/7,5分 超棒,崂山，海上仙山，崂山，四季各不同，我最喜欢十一月的崂山，瑟瑟秋风中，树木变换不同颜色，海映山，五颜六色，无限斑斓，美不胜收
崂山,2017/10/7,4分 满意,仰口和太清距离相隔好远，自己开车也要两天才能玩边。
崂山,2017/10/7,5分 超棒,暑假人超级多 哎 一言难尽！！
崂山,2017/10/7,5分 超棒,崂山景色很美，但由于时间原因没有到河口，那里才是崂山的精华。
崂山,2017/10/7,5分 超棒,崂山风景真是好！分为三天路线，南，北，中。我们选择的南线，最美的一条。只可惜我去的时候赶上下大雨，只游玩了上清宫，没有上山，遗憾…
崂山,2017/10/7,5分 超棒,仰口景区怪石林立，景色独特，山不高，适合爬山。
崂山,2017/10/7,5分 超棒,风景很漂亮，当时上午睡了一上午，下午才去的，只去了仰口风景区，排了好长的队爬觅天洞，进去才知道为什么不让肥胖者进入了，哈哈 ，去了太平宫，总感觉一个道士模样的人坐在门口收五块门票费怪怪的。感受了海天一色的壮观，不虚此行。
崂山,2017/10/7,5分 超棒,非常适合即买即用节约成本不错哦
崂山,2017/10/7,5分 超棒,非常合适即买即用节约成本不错哦
崂山,2017/10/7,5分 超棒,这是其中一个没有去过一直想去的地方。
崂山,2017/10/7,4分 满意,可以玩两天的，因为时间紧玩了一天，感觉景区管理有问题，全是私家车造成堵车，去仰囗的车等待时间太长没来及去
崂山,2017/10/7,5分 超棒,青岛著名景观之一，最初对于它的认识仅限于崂山道士，也可能是因为离他太近，总也想不起来去看看，终于有机会路过抽了一个下午时间去看了看，风景秀丽，环境宜人，道观肃穆，若得闲暇，是个让心放逐之地
崂山,2017/10/6,5分 超棒,风景很好，但是爬起来真心不容易啊，山上风也很大，冷，巨峰这条线也是能看到海的
崂山,2017/10/6,5分 超棒,还不错吧太清宫值得一去。。。。
崂山,2017/10/6,5分 超棒,比直接买少排队 其他都一样 坐车还能遇到美女
崂山,2017/10/6,5分 超棒,好！！！！！！！！！！！！！！！
崂山,2017/10/6,5分 超棒,巨峰路线真的很累，从没爬过这么抖的山
崂山,2017/10/6,5分 超棒,景色很美，性价比好，三面环水，一面环山，值得一去
崂山,2017/10/6,5分 超棒,仰口很好玩的不错不错不错的哈哈哈
崂山,2017/10/6,5分 超棒,十点左右到的，排队等着上山的索道要一个半小时。买门票时，引导说自己走上去的时间也差不多了一个半小时了～
崂山,2017/10/6,1分 不佳,流清和仰口相隔太远，旅游巴士还不接送，太麻烦了，有些失望。
崂山,2017/10/6,2分 一般,从华严寺到仰口冒雨等了两个小时的公交车，直接导致第二天感冒，爬到仰口顶，也就是换个高点的地方看了看海，没什么特别的，不值这个价钱，太清宫还要单独售票，门口全是黑车司机，各种忽悠，不是二十一位就是一百一车的，再也不想去了
崂山,2017/10/6,1分 不佳,崂山，最失败的一次旅游，黑导游
崂山,2017/10/5,1分 不佳,真是全国最差景区，没有之一！130套票就是坐了一趟大巴，很短的一段山路，时间都浪费在太清至仰口那座破山的路上。景区服务不到位，连照片都没心情拍！收费口径不一致！但凡有公厕安排极少，多数在整修。绝对不建议去崂山游玩，听人劝吃饱饭！
崂山,2017/10/3,1分 不佳,套票130仅仅是山间小路走走，仰口那座山太小了……破旧的索道短短的，像公园里的假山！直接忽略，去往太清宫，套票居然需要自己去做公交车赶往下一个景点，连摆渡车都没有！到了太清宫两次查票，第一次查票，特意拿着母亲身份证去问60岁是不是免费（因为差几天60），补票处说，按年算60不用买票，在验票处也看了身份证放行。结果中间又有一次验票，还输指纹，我家先生输了八次没成功，让跟着别人一起通过的，请问输指纹的意义是什么？矛盾爆发是因为让我母亲去补票，还是130的套票，明明之前已经询问过了，这会儿又说差几天不满60也不行！我解释说特意在售票处询问过是否需要买票，根本不听解释，坚持让补票，一气之下发了火，这才给了老人一张票，还说不能乘坐景区大巴，需要交40元才可以。OK，没问题！出了太清宫坐大巴回大河东服务中心，为避免争吵去买70元车票，工作人员告知根本不用再花钱买车票！不知道是不是这几个售票处都是各自为政？有通情理的，也有矫情的。景区员工对于自己的规则都没统一，花着比泰山故宫还高的门票，只是走了几段山路！索道要钱，太清宫等几个景点另收门票，仰口至太清自己花钱坐公交！我们来崂山图什么，有钱烧的？游玩的心情一点都没了！一肚子气回家，除了景区坐回市区的公交，也没有工作人员维持秩序，车一来人群蜂拥而上，都怕回市区晚啊！强烈建议停业整顿，整个景区到处就是赚钱赚钱，连出景区大门，在大厅里隔出通行路线都是在超市走一圈从结账口出去！玩过全国各地那么多景区没有一个服务设施这么差，没有一个盈利目的这么赤裸裸！一圈下来，就是走了一段山路，看了几处遍布垃圾的水流！本来母亲马上60大寿，想去太清宫上香，结果碰到这样的事，毅然决定不进太清宫了，什么好心情都没了！
崂山,2017/10/3,1分 不佳,现在坐在崂山的游览车上，准备回停车场。来青岛就是奔着崂山来的，来之后发现根本配不上5A景区的称号，管理混乱，基础设施不完善。首先崂山景区没有详细的线路指导图，虽然分好几条路线，具体情况没有详细说明，不知道去哪里看，没有详细指示能不能开车上山，就知道引导停车。第二，国庆第三天，售票厅入口就两个，安检入口就一个，看来就没打算有国庆高峰，造成积压。第三，调度不利。由于索道关闭，只能乘车去仰口，大面积乘客积压排队，排队两个小时，黑车猖獗，漫天要价，这是在景区内，无人管理，无人调度(至少从排队速度上看不到)。第四，工作人员配合黑车欺骗游客。游玩仰口下来五点多，景区指示牌看到有游览车接送游客下山，结果一路走到停车场看不到游客中心的指示牌，也看不到坐车的指示牌。问工作人员竟然会回答没有游览车下山，可恶至极！作为山东人真感觉汗颜，五星怎么评上的？
崂山,2017/10/1,1分 不佳,不如以前漂亮！景色还是哪样！山下的骗子太多！！！
崂山,2017/9/30,2分 一般,环境优美，空气清新，挺棒的感觉。
崂山,2017/9/29,2分 一般,景色很美，视野开阔，空气清新。开车自驾很方便啊。山里泉水不错，消费不高。码头买到出海打鱼的人。棒棒哒。值得品尝，值得一住
崂山,2017/9/28,2分 一般,景色很美，在里面生活很不错。大山大美
崂山,2017/9/23,1分 不佳,一早7点到的崂山，但是取票机器坏掉了，打不出票，干着急没有办法，等到8点才有人来修。白白的起了个大早，如果别人也早去，宁愿多花钱现场买票吧
崂山,2017/9/14,2分 一般,出票太慢，耽误了行程，前一天定的票，到第二天入园了发不过来入园凭证！
崂山,2017/9/14,2分 一般,出票太慢，游玩前一天订的票，一直没有给发入园凭证，游玩当天一直催促客服让给解决，在景区门口都耽误了好久才发过来，耽误行程呀！
崂山,2017/9/3,2分 一般,嗯，有点坑，门票只是大巴钱，在近个个景点还都得掏钱
崂山,2017/8/29,1分 不佳,作为五A景区 最基本的交通都做不好 40的大巴车票只能坐一小段 最远的一段太清宫到仰口却没有大巴。全都把利益留给私人车辆，乱要价来回再包车两三百。简直垃圾
崂山,2017/8/29,2分 一般,很棒的地方。环境优美，漂亮。交通方便
崂山,2017/8/24,1分 不佳,很低的性价比感觉，门票买的130的，只是大巴车的来回车费，进去各个景点都要在收费，仰口沙滩去的话可以自驾去，如有有要爬山的就买门票进景点继续买门票，总之很坑
崂山,2017/8/22,1分 不佳,人很多很差劲走都走不了都堵在那，一共四辆车接送几万人，简直了
崂山,2017/8/19,1分 不佳,管理极差，不是替游客着想，纯粹坑钱！130联票说4个景点，实际上也就去一个太清宫还是额外收钱。仰口你要打黑车100元走1个小时，去了告知因天气原因索道只能上，下行不开！如果晚于5点10分，就没有公交618了，只能在黑车回到太清索道处坐大巴回停车场，如果晚于18点，还要打黑车。听着乱吧，来了你会发现更乱！！！
崂山,2017/8/19,1分 不佳,不值一去，景色一般，管理更不完善。
崂山,2017/8/18,2分 一般,不想多说什么，这么好的景色被景区交通弄的烦死了！
崂山,2017/8/13,2分 一般,今年的青岛格外的热，我去的那几天是青岛最热的时候，只能用走马观花来形容，坐在车上就不想下来，他还总是到一个景点就让旅客下车，然后换乘另外一辆观光巴士，其中还有一点路程没有观光巴士需要自己乘坐公交前往，可是票面上明明写的有，也没有明显的指示牌，害得我们大热天的到处找车，非常不愉快的旅程。
崂山,2017/8/10,2分 一般,七月底去的！想乘着天凉早点上山，七点就去了。但网上定的票在自助取票机上无法取票！好不容易等到售票厅工作人员8:00上班了（这时天已经很热了），没想到咨询的时候差点让我一口气没上来，态度特别令人生气（可能是我咨询的日子不对吧！）真想退票走人！！！但一想，领着家人千里来玩，忍一忍吧！谁知道后面更坑爹！吐槽:买票的时候是通票，含太清宫、垭口、仰口的旅游大巴，但大巴把你送到垭口就到终点了，如果想去仰口，对不起，你就排队换乘公交车去仰口吧！保证排队排的你怀疑人生！你去那里要么徒步爬山，要么坐索道（当然不是白坐！），关键是你索道上索道下也没啥意思！索道上，徒步下来后你就累的不想去其他地方了（其他地方也是这样，大同小异。）凡是道观、索道都得买票（正常）！
崂山,2017/8/9,2分 一般,网上卖家和景点一样，我没了解清楚以为通票最优惠，到了景点客服中心，一问才知道包含全部景点的门票不适合老人和孩子，我定的票又不能退，就给携程客服打，等了一个小时的回复，还是不能退！浪费时间和金钱，奉劝各位不要在网上购买，现在景点的收费很透明，外地游客建议去景点客服问清楚再购买！
崂山,2017/8/9,1分 不佳,很差劲，取票半个小时！打了几次电话
崂山,2017/8/7,1分 不佳,反正伤心几年，一句两句说不完，坑人，套路啊
崂山,2017/8/6,1分 不佳,起大早，赶晚集，网上定票四张，一早6点从市区出发赶到大东河自助机取票，验证完毕后，就是不出票，急的我满身大汉，打客服电话数遍，近一个小时工作人员才出现，出票过程设备又出现数次故障，本人对此感觉极差，建议不要在网上买，己免耽误行程，另票价与景区景点价值明显不符，处处要钱，可笑的是去仰口还要游客座公交车自己去，在此我要告诉中年以上的朋友换个地旅游吧。
崂山,2017/8/3,2分 一般,百年老店招牌菜海鲜店，龙虾先摔后称套路太深涉嫌欺诈
崂山,2017/8/3,2分 一般,天气很差，登上之后只能看见雾霾，很尴尬
崂山,2017/8/3,1分 不佳,景色还是不错的，门票贵的要死，里面还继续收费，简直坑人。
崂山,2017/8/3,1分 不佳,总体感觉很差，主题不突出。买的是上清～仰口的票，票是两天的，但是公交车不通，你根本没法玩。公交车到了太清宫没车去仰口，没办法，坐索道上山吧。门前那么多导游很积极推荐坐索道，刚买完票就看到导游去售票口叽叽咋咋签字分钱。什么玩意？ 一个字，差。 二个字，很差。 三个字，真的差。 四个字，真鸡巴差。
崂山,2017/7/31,1分 不佳,我就是想问问大家，想问问官方，我花了一百多块钱门票，然后进到崂山景区里，太清宫明霞等个类景点还需要单独购买门票，而且提前无人告知，很高的山，累死累活爬上来才知道，这种景点不来也罢。
崂山,2017/7/29,1分 不佳,真的很垃圾的一个景点，本来想去巨峰区，进门上车没有任何指示牌提示，莫名其妙去了太清区，这个区的风景说实话没有任何值得观赏的，上面一个明霞洞基本等于骗钱，一个10平方米的洞爬上去要半天，还要单独买门票，里面什么都没有！浪费了大半天时间。
崂山,2017/7/29,2分 一般,5A景区的是这样的水准？参观里面道观还要收费的。当然可选择不去，千万不要相信景区里的导游，包括景区交通车上的导游，车上推荐坐索道上山，关键是还没什么风景，浪费时间，仰口听说还不错，因为前面浪费了时间，没时间上仰口顶峰了，口走了一半就回了。
崂山,2017/7/29,1分 不佳,性价比很差，联票基本用处不大，里面需要收费的地方太多了
崂山,2017/7/27,2分 一般,买的联票，带父母去玩的，去了太清宫一带之后，驱车三十多公里冒着雨去往仰口，实在没体力的父母只能在景区外面的海边玩玩。崂山把本该在一条线上能玩完的线路一分为二，实在可恶！
崂山,2017/7/27,2分 一般,呵呵、下大雨没去。浪费钱、、、
崂山,2017/7/25,1分 不佳,在山顶碰到大雨，鞋子里都是沙子，浑身湿透，缆车停运，步行两小时下山，无任何工作人员组织，山路无标识，煞笔景区
崂山,2017/7/23,2分 一般,携程的订票很便捷，取票也很快捷。 可是，我的天哪，一堆穿白衣服的当地人一个劲儿的忽悠，忽悠大家去坐那个80块的索道
崂山,2017/7/23,2分 一般,国际惯例，先说优点：山路沿海岸而上，在朦胧的海雾当中，隐约感受到登碣石以观沧海之气势。 再说不足：（声明，下述吐槽与携程无关，携程订票取票还是很方便的，以下吐槽主要针对崂山景区的乱象）客服中心一上车，就有一个个穿白色衣服的当地人强烈推荐太清索道，还说有她们什么积分之类的，各种热情，总之就是要让你一定要花80块坐太清索道……简直无语。下面就是太清索道人山人海的窒息气势……
崂山,2017/7/23,2分 一般,来崂山一趟，对青岛没有爱了。7月份去天气太热，景区大巴车没有路线标志并不方便，也没有看到什么景色，在携程多买了一张票还不能退，后悔来崂山玩了。
崂山,2017/7/23,1分 不佳,昨天晚上预定，今天中午到达大河东游客中心自助取票机取票，无法取票，发觉携程发的短信并没有什么卵用，供应商一直没有发送取票短信，直到我在游客中心拨打电话，接线生业务不熟磨磨蹭蹭，过了一会才把取票短信发过来，垃圾！
崂山,2017/7/23,2分 一般,都是套路进崂山景区必须买套票花了130元 （太清宫 华严寺 仰口）。这130元就是进景区的车票，大部分地方都没用。 什么叫套路 : 先说太清宫要是进去还要在花27元门票。在说太清宫索道排队快2小时差点中暑，花80元上和下 光是上45元，做索道上去在爬30分钟山路才到明霞洞进去在要6元门票，不大的院子一个屋子和一个洞，出来的人都说太坑人了 进去就是凉快凉快，来明霞洞的路上都是买东西的，开始不明白这么多买东西的有人买吗，后来爬山才明白这是陷阱你爬30分钟的山头顶太阳肯定会喝和饿肯定要买 水5元 方便面10 啤酒10，黄瓜索道口10元3个 里面10元4~5个。华严寺不要钱。仰口没去时间不够了。 反正我是不会再来了，我也会告诉我身边朋友不要去。
崂山,2017/7/22,1分 不佳,除了金沙滩感觉一丝惊喜外，其它景色一般，被出租车怱悠去了崂山，450元来回，就带我们去了华严寺、仰口重要景点没去，去了太清索道，景色一般，这样被忽悠了，晚上赶回上海，没有和司机理论，天太热也没有心情理论了，青岛之行让我郁闷，是一座来了就不想再去的城市，都说东北人耿直，在利益面前什么么都是假的。
崂山,2017/7/22,1分 不佳,傻逼，不能在仰口取票害得我们又开车去流清，我去，真没见过这样的景区
崂山,2017/7/21,2分 一般,这条线路一点也不好玩，门票120元根本不值，除了坐索道，就是爬了半个来小时的山，就结束了，顶上风景一般，最坑人的是索道单程就40元，来回80元，其实也就十多分钟。又累又不好玩。200元基本没有什么。
崂山,2017/7/21,1分 不佳,看别人说很不好玩坑钱的，今天去了的确很不好，完全没意思，就是坑人，
崂山,2017/7/20,1分 不佳,崂山太坑了，里面骗子太多了，防不胜防
崂山,2017/7/20,1分 不佳,说句实话，青岛真的是青岛人自己人抹黑自己，真的，政府的确很支持，好多地方都是免费的，门票也不贵，但为什么会让那么多的商贩在各个景区胡作非为？让你坐个船不坐他会骂你什么鸡巴玩意，到这里来一分钱不花，来干什么？这是我亲耳听到的，这是你们青岛人该说的话？还有，一瓶两块的矿泉水卖5块，买一瓶他还不愿意卖，我真的是服了，景区被这些商贩搞得乌烟瘴气，政府就不该管管？也有你们青岛人在我们湖北鄂西南，你们问问他们，我们是怎么对待他们的？是不是我回去了也这样对他们？都是中国人，你们也有出去玩的一天！我和我媳妇在青岛5天，走的时候都说了句终于可以离开这里了，要不是定了机票，我估计我来两天就走了，真的一分钟都不想呆了，我以后会在各个网路上发让他们别来青岛了，真的很失望，最后想说，我们两个人在餐馆里吃饭点的东西少，筷子都是不给我们上的，还得去请！我媳妇之前说出国的，我坚持来的青岛，很失望，青岛完了！！！
崂山,2017/7/12,1分 不佳,还五A，给他1A都是高看了！九水景区连一个正规的便利店都没有！无论景色还是服务！除了差评已无力吐槽
崂山,2017/7/11,2分 一般,值得一爬……尤其有个山洞…那是天然形成…值得爬爬…但是胖子个身高1*8以上的考虑考虑了…那个洞又窄又矮
崂山,2017/7/8,2分 一般,第一次去青岛，自驾去崂山遭遇带路党，称能带入境区，结果带路走了盘山公路，骗了我们100元/每人，游人警惕！
崂山,2017/6/29,1分 不佳,太坑爹了，一点都不好，一定要够买门口才能做缆车，浪费钱
崂山,2017/6/29,1分 不佳,太坑爹了，一定要购买门票才能进去座缆车的地方
崂山,2017/6/28,1分 不佳,景区 服务很差，首先网上订票，游客中心只有自助取票，没有人工服务有问题还有和网站联系，非常耽误时间。其次景区大巴没有陪导游，连广播都没有，大家到站都不知道要不要下，更不知道下去有什么景点。跑了不少冤枉路。还有景区验票过于频繁，甚至在仰口出站也要验票，全中国唯一。全中国比崂山大的景区多了去，人家怎么服务好好去学习。
崂山,2017/6/25,2分 一般,青岛旅游太坑人了！都是捆绑式销售。真正到崂山只给了两个多小时，上午时间都浪费在自费项目上了。不会再来了，真是够够的，再不会来了。收费还高，宣传单每人178的进门票，实际导游给买的门票只有90元钱。索道票又收了60钱买的。坑人的中旅。
崂山,2017/6/14,2分 一般,来青岛，肯定要去崂山看看呀。前一晚住在附近，第二天一大早就来登崂山了。爬起来也不算累，因为不是很高。但是没什么景色可看呀！
崂山,2017/6/11,1分 不佳,崂山真的什么自然景观都没有，而且票价奇贵，购买完联票后个个景点还要购票。
崂山,2017/6/10,1分 不佳,只能到大河东取票。。。那边坑死了
崂山,2017/6/6,1分 不佳,"崂山风景不做评价
所谓导游就是坑
缆车下午4点就没有了 
整体感觉很差劲
觅天洞呵呵呵
没事看看海 看看风景也比崂山好
旅游不建议"
崂山,2017/5/31,1分 不佳,联票只能去大河东取，不能再仰口取，，，，，很尴尬，，，
崂山,2017/5/31,2分 一般,很不错，环境优美，空气清新，站在山峰上看着一望无际的大海与天空的融合
崂山,2017/5/29,2分 一般,还行吧还行吧还行吧还行吧还行吧还行吧
崂山,2017/5/28,1分 不佳,过时不能取消。差劲。。。。？。
崂山,2017/5/28,1分 不佳,超级不好，取票超级的不方便，还不可退票，一个字差，重要事情说三遍
崂山,2017/5/27,2分 一般,老人小孩不太适合去！！！！！！
崂山,2017/5/27,2分 一般,老人小孩不太适合去！！！！！！
崂山,2017/5/27,1分 不佳,取票地点不清楚，还不能退票，太吭人了……以后不用这服务了
崂山,2017/5/17,1分 不佳,被司机忽悠去了所谓的深度旅游景点！简直上当了！
崂山,2017/5/11,1分 不佳,门票贵，就一个山，坐车上去，然后爬山，索道还只能现金买票，手机支付都不行
崂山,2017/5/10,2分 一般,爬的仰口，只有绿色的湖很好看，其他的就不怎么样了
崂山,2017/5/6,1分 不佳,不值得一去、垃圾、太贵、就是一座破山、进入景区时间都在大巴车上了
崂山,2017/5/3,2分 一般,青岛崂山，海上第一名片。很值得一去，但是最好别一日游。景区大，景点之间很远，景区摆渡车很不方便，去的话建议住一晚，时间上才行，票也是二日有效的，还可以看日出。
崂山,2017/5/2,2分 一般,北九水5.1去都没水了，潮音瀑水都干了，根本没水了，爬上去累的不行，为了看瀑布结果没水了。
崂山,2017/4/30,2分 一般,到崂山旅游一定要准备1天的时间，如果是法定节假日2天可以玩得很好，一天很仓促。崂山景区包括很多条游玩线路。由于没有做好功课，直接跟随大流，选择了仰口太清一线。从青岛做旅游观光大巴，15元到达仰口，买了联票，游仰口，然后做公交去垭口，是的，一个景区，居然把观光车禁了，非要大家做公交，到垭口才能坐上景区的观光车到太清。联票包括景区和观光车，景区里的景点基本都要单独收费。从青岛市到仰口2小时，仰口到太清需要近2小时。大家一定要规划好。
崂山,2017/4/30,1分 不佳,我TMD要再国家法定假日来崂山，我就直播吃shi，还有告诫各位，从太清到仰口的公交车不要坐！
崂山,2017/4/26,2分 一般,很好的地道地方。欢迎大家去看看
崂山,2017/4/25,1分 不佳,去的巨峰景区，差极了！现在是旅游旺季缆车却停运，只能靠腿走，并且在游客中心购票的时候也没告知缆车停运！早上7点半上山，环山一圈下来已经下午4点了，整整8个多小时！山上不但没有卖食品的，连个中途服务区都没有，全程只碰见一个公厕还是锁着的！缆车随随便便就停运，如果有老人和小孩，能在户外坚持这么久吗？！真是差极了！败坏山东名声！特意还给山东监管部门12345打电话投诉了！
崂山,2017/4/18,2分 一般,首先坐大巴车上山，山上站点不知道是新建还是装修，而且索道呢？爬了半天没有导牌的小路到了xun门，接下来不知道该怎么走了？。。非常不满意，
崂山,2017/4/6,2分 一般,管理差，离崂山10公里的地方就有当地人强行别着你的车，问你想不想自行开车进入景区，好没安全感，坐上景区的大巴也没有讲解，晕头晕脑的一个一个景点，当地人强拉着你要求讲解。
崂山,2017/4/3,1分 不佳,买了票不发二维码，必须找客服才能取到票。
崂山,2017/4/3,2分 一般,一样的价格最好还是去售票处购买
崂山,2017/3/23,1分 不佳,到处都是骗人的，非常不喜欢。政府不作为
崂山,2017/2/27,2分 一般,第一次携程给个差评的景点～我们本周六刚刚去完～淡季门票100尚可接受～包含部分门票以及接驳车价钱～差评理由如下：1.我们80元请了一个当地的阿姨给我们讲解～阿姨把我们带到购物点～我们不怎么消费以后直接不太管我们了～2.景点4，5点才关门～仰口上下山缆车以及景点出去市区的旅游专线居然3点就deadline了～3.景区景点及接驳车站点指示不清楚～4.景点出去市区的公交站被黑的霸占～满满的坑～
崂山,2017/2/15,2分 一般,可能是我们选错了路线，我们走的是最长的登山路线，下了缆车走了好久好累，最终还是放弃了。崂山都是大石头，植被不是很多，小溪更是难得。
崂山,2017/1/12,2分 一般,崂山可能值得去，但是我们没有防范心图省事找的当地村民100块钱，但是他根本不带你去景点里面，带我们去的他们自己的村子是崂山的一个小偏山，出来才发现根本不是景点里面的东西，希望大家千万别跟村民走，感觉被骗，因为坐公交1块钱就到了.还浪费别人时间，那么远来这里，感觉好亏，好不平衡
崂山,2016/12/15,2分 一般,除了在海边其他真是没啥。景也极其一般。门票倒是不少收。海是个亮点。山太坑。以后除了带亲友去逛逛自己肯定不会再去了
崂山,2016/11/12,2分 一般,风景还是挺美的，但山上的道观实在是太可恶了，它用三根免费的细香为诱饵，一环接一环，最后用你父母的健康来胁迫你，花高价买高香来破解。大好的心情都被破坏了。
崂山,2016/11/6,1分 不佳,被门口拉客的骗了。说他家在山里住，带我们进去，便宜，结果开车围山转一圈，在黄山村登了一个山，也不知是啥山，也许是崂山里的一个，山上啥也没有。提醒去玩的注意
崂山,2016/10/28,2分 一般,感觉不好，没啥值得称道的景点，只是靠着一个故事而已，不会再去了
崂山,2016/10/19,2分 一般,如题，景区接驳巴士不能到所有的景区，接驳巴士都没有明确的时刻表，景区还没关门巴士就停运，只能打黑车，说好通票，然而所有的景点都需要小门票，就一个字，坑
崂山,2016/10/19,1分 不佳,一个字：坑！以后不会再去了 从流清景点到仰口景点中间居然要自己换乘公交 而且排队等车的人巨多 私家车又不能自己开进去 无语
崂山,2016/10/13,2分 一般,很一般，沿途景色也没有看到照片的漂亮。
崂山,2016/10/7,1分 不佳,我们基本上是秒进秒出的。座隧道排队1个多小时。然后体力不行的就爬了1分钟，果断决定下山。
崂山,2016/10/6,2分 一般,看到我这条评论一定可以让你去崂山少花很多钱及少走很多冤枉路！法定节假日及每年7月15到8月15期间流清到仰口130一张票不包含太清宫门票27，并且垭口到仰口是不通旅游巴士的，只有一路公交车618根本挤不上去，排队要几个小时，往来包车还需200，仰口爬山索道往返60需排队一个半小时单程，可玩性不高不建议爬山，建议如在青岛包车的游客给司机师傅买张门票让师傅开车上去。推荐王哥庄大馒头和崂山茶，太清宫11：30到13：30有素斋宴30元一人，并且太清宫景区有肯德基，再上山就只有农家饭了。总体来讲青岛确实好地方，但旅游接待能力太差，并且处处是陷阱，旅游体验并不好！
崂山,2016/10/5,2分 一般,崂山风景区号称国内五星级，其实完全不值了。南线门票130，含景点和大巴车费用，但是大巴都是分段式拉，感觉就是在上车下车了，而且太清景区到仰口景区之间还得自己做公交车过去，票价一元不贵，但是很远，而且排队等候时间一个多小时，奇葩的景区安排！太清宫要进去还要另外门票27元，也是奇葩！缆车也要另外付费，排队排队！！最不好的旅游体验了。我们一个车的游人有两个景区都没看上出来的！
崂山,2016/10/4,1分 不佳,坑爹的景区，所有的景点都二次收费，两个景区间大巴挤死。青岛可以再来，崂山打死不去了。。。。。。
崂山,2016/10/4,2分 一般,管理最差的5A景点，没有之一，揽车排队各种插队，有人投诉还被景点工作人员告知不要管闲事。
崂山,2016/10/1,1分 不佳,因为第一次到崂山、不知道崂山有那么多入口、相隔非常远、预定的流清、仰口的联票，但是坐车到仰口取票却取不了，景区人员说因为这边只有机器取票她们没法更改，说跟携程联系让她们更改一下，她们就可以帮我们取！给携程打电话她们说是供应商不让更改，顿时感觉太坑了，明明上面也有仰口、流清的联票怎么就不能改了！从仰口再到流清取票天都黑了！怎么玩？非常不满意！对她们这种处理态度很不满意
崂山,2016/9/29,2分 一般,里面还有好几处要买小门票，不建议看，直接坐车到仰口，然后坐个来回索道看下崂山全景足以，真的是没啥好看的。
崂山,2016/9/23,1分 不佳,一般般，都是道教，景区硬件服务还有待提升，景区内设施比较差。。汽车硬性规定停在很远的地方
崂山,2016/9/22,2分 一般,爬过那么多山风景最差的一个。到了山顶什么都看不到，还不如在山下玩玩水就够了。不会再去第二次
崂山,2016/9/17,2分 一般,崂山人太多，景点少，绝对是坑，那个什么一线天的洞，排队2小时都进不去，上下山的索道，至少各排1小时以上。纯粹排队。
崂山,2016/9/14,1分 不佳,到青岛千万不要报什么一日游的散团，太他妈气人。
崂山,2016/9/13,2分 一般,8月份的崂山，体验汗流浃背排队的感觉，去上清宫，上山索道排队一小时，去上清宫爬山一小时，下山索道排队一小时，索道下来已经没力气再去看其它景点了
崂山,2016/9/4,2分 一般,携程和售票处的价格一样的。主要的景点都要在景点门口在买票，不用重新买票的景点都是偏远的或没有意思的景点。如果要去仰口景区爬山，记得带个头灯，因为到山顶时要爬一个很陡的山洞。山洞门口租头灯的很黑。
崂山,2016/9/2,2分 一般,除了太清宫，自然景色，还有天价的农家宴
崂山,2016/8/29,1分 不佳,崂山的太清线和仰口线如果想坐景区的车游览，一天恐怕非常紧张，我们开车去的，办的通行证，到的有点晚，太清索道当天有风，站长排，没去。去太清宫转了一圈后，马上开车去仰口景区，买的索道上的，觅天洞还是挺吸引小孩的，当天天苑不让上，我们赶着做回程的索道，急急忙忙就下山了。大大小小的山游览了不少，从来没见过管理这么乱的，听说在上指纹系统，可能正在完善中吧！
崂山,2016/8/27,1分 不佳,崂山门票130，是玩两天的，一个仰口景区，一个那个道士的景区，只玩一个也得130，一点不人性化，要想从景区里穿过，去另一个景区，就要200元找导游。不从景区里过，就第二天自己从其他地方绕路，到另一个景区服务中心进去，真心开发的不人性化。海边大石头不少
崂山,2016/8/27,1分 不佳,崂山附近 酒店贵 吃的又差又贵
崂山,2016/8/27,1分 不佳,不值得去，一点也不好玩，尤其那个什么洞，什么玩意儿啊
崂山,2016/8/25,1分 不佳,去过了也就不过如此，缆车上去下来，山是爬不动的
崂山,2016/8/25,2分 一般,130元坐车进去。有个丘处机创建的道观还要额外收费不说，下雨不开索道，一人花门票等157元就看了个道观。性价比不是很高，建议去金沙滩，八大关，极地海洋世界，个人觉得比崂山有意思
崂山,2016/8/21,2分 一般,如果自己没有车实在是不好玩而且要请个导游才好要不然车开不进去当地人是这样评价崂山的这是一个不去后悔去了会更后悔的地方
崂山,2016/8/19,1分 不佳,不来是个遗憾，来了更是个遗憾。
崂山,2016/8/18,1分 不佳,太清线门票130性价比极差，服务极差，环境极差，例如仰口就一个灰尘漫天飞垃圾到处是拉客吃饭到处是，除了海景有点亮点。强烈建议各位没有来过的，想来的，不要来此地......
